Title,IMSRB_title_url,IMSRB_scripts_url
Mission Impossible,https://www.imsdb.com/Movie Scripts/Mission Impossible Script.html,https://www.imsdb.com/scripts/Mission-Impossible.html
Mission Impossible II,https://www.imsdb.com/Movie Scripts/Mission Impossible II Script.html,https://www.imsdb.com/scripts/Mission-Impossible-II.html
"Mummy, The","https://www.imsdb.com/Movie Scripts/Mummy, The Script.html","https://www.imsdb.com/scripts/Mummy,-The.html"
Mystery Men,https://www.imsdb.com/Movie Scripts/Mystery Men Script.html,https://www.imsdb.com/scripts/Mystery-Men.html
Natural Born Killers,https://www.imsdb.com/Movie Scripts/Natural Born Killers Script.html,https://www.imsdb.com/scripts/Natural-Born-Killers.html
New York Minute,https://www.imsdb.com/Movie Scripts/New York Minute Script.html,https://www.imsdb.com/scripts/New-York-Minute.html
Next,https://www.imsdb.com/Movie Scripts/Next Script.html,https://www.imsdb.com/scripts/Next.html
Nightbreed,https://www.imsdb.com/Movie Scripts/Nightbreed Script.html,https://www.imsdb.com/scripts/Nightbreed.html
Ninja Assassin,https://www.imsdb.com/Movie Scripts/Ninja Assassin Script.html,https://www.imsdb.com/scripts/Ninja-Assassin.html
Oblivion,https://www.imsdb.com/Movie Scripts/Oblivion Script.html,https://www.imsdb.com/scripts/Oblivion.html
Outbreak,https://www.imsdb.com/Movie Scripts/Outbreak Script.html,NA
"Pacifier, The","https://www.imsdb.com/Movie Scripts/Pacifier, The Script.html","https://www.imsdb.com/scripts/Pacifier,-The.html"
Pandorum,https://www.imsdb.com/Movie Scripts/Pandorum Script.html,https://www.imsdb.com/scripts/Pandorum.html
"Patriot, The","https://www.imsdb.com/Movie Scripts/Patriot, The Script.html","https://www.imsdb.com/scripts/Patriot,-The.html"
Pearl Harbor,https://www.imsdb.com/Movie Scripts/Pearl Harbor Script.html,https://www.imsdb.com/scripts/Pearl-Harbor.html
Perfect Creature,https://www.imsdb.com/Movie Scripts/Perfect Creature Script.html,https://www.imsdb.com/scripts/Perfect-Creature.html
"Perfect World, A","https://www.imsdb.com/Movie Scripts/Perfect World, A Script.html","https://www.imsdb.com/scripts/Perfect-World,-A.html"
Pirates of the Caribbean,https://www.imsdb.com/Movie Scripts/Pirates of the Caribbean Script.html,https://www.imsdb.com/scripts/Pirates-of-the-Caribbean.html
Pirates of the Caribbean: Dead Man's Chest,https://www.imsdb.com/Movie Scripts/Pirates of the Caribbean: Dead Man's Chest Script.html,https://www.imsdb.com/scripts/Pirates-of-the-Caribbean-Dead-Man's-Chest.html
"Planet of the Apes, The","https://www.imsdb.com/Movie Scripts/Planet of the Apes, The Script.html","https://www.imsdb.com/scripts/Planet-of-the-Apes,-The.html"
Platoon,https://www.imsdb.com/Movie Scripts/Platoon Script.html,https://www.imsdb.com/scripts/Platoon.html
Point Break,https://www.imsdb.com/Movie Scripts/Point Break Script.html,https://www.imsdb.com/scripts/Point-Break.html
"Postman, The","https://www.imsdb.com/Movie Scripts/Postman, The Script.html","https://www.imsdb.com/scripts/Postman,-The.html"
Predator,https://www.imsdb.com/Movie Scripts/Predator Script.html,https://www.imsdb.com/scripts/Predator.html
Priest,https://www.imsdb.com/Movie Scripts/Priest Script.html,https://www.imsdb.com/scripts/Priest.html
"Program, The","https://www.imsdb.com/Movie Scripts/Program, The Script.html","https://www.imsdb.com/scripts/Program,-The.html"
Pulp Fiction,https://www.imsdb.com/Movie Scripts/Pulp Fiction Script.html,https://www.imsdb.com/scripts/Pulp-Fiction.html
Rambo: First Blood II: The Mission,https://www.imsdb.com/Movie Scripts/Rambo: First Blood II: The Mission Script.html,https://www.imsdb.com/scripts/Rambo-First-Blood-II-The-Mission.html
Red Planet,https://www.imsdb.com/Movie Scripts/Red Planet Script.html,https://www.imsdb.com/scripts/Red-Planet.html
Reindeer Games,https://www.imsdb.com/Movie Scripts/Reindeer Games Script.html,https://www.imsdb.com/scripts/Reindeer-Games.html
Reservoir Dogs,https://www.imsdb.com/Movie Scripts/Reservoir Dogs Script.html,https://www.imsdb.com/scripts/Reservoir-Dogs.html
Resident Evil,https://www.imsdb.com/Movie Scripts/Resident Evil Script.html,https://www.imsdb.com/scripts/Resident-Evil.html
Return of the Apes,https://www.imsdb.com/Movie Scripts/Return of the Apes Script.html,https://www.imsdb.com/scripts/Return-of-the-Apes.html
Rise of the Planet of the Apes,https://www.imsdb.com/Movie Scripts/Rise of the Planet of the Apes Script.html,https://www.imsdb.com/scripts/Rise-of-the-Planet-of-the-Apes.html
Robin Hood: Prince of Thieves,https://www.imsdb.com/Movie Scripts/Robin Hood: Prince of Thieves Script.html,https://www.imsdb.com/scripts/Robin-Hood-Prince-of-Thieves.html
Robocop,https://www.imsdb.com/Movie Scripts/Robocop Script.html,https://www.imsdb.com/scripts/Robocop.pdf
"Rock, The","https://www.imsdb.com/Movie Scripts/Rock, The Script.html","https://www.imsdb.com/scripts/Rock,-The.html"
RocknRolla,https://www.imsdb.com/Movie Scripts/RocknRolla Script.html,https://www.imsdb.com/scripts/RocknRolla.html
Ronin,https://www.imsdb.com/Movie Scripts/Ronin Script.html,https://www.imsdb.com/scripts/Ronin.html
Rush,https://www.imsdb.com/Movie Scripts/Rush Script.html,https://www.imsdb.com/scripts/Rush.html
Rush Hour,https://www.imsdb.com/Movie Scripts/Rush Hour Script.html,https://www.imsdb.com/scripts/Rush-Hour.html
Rush Hour 2,https://www.imsdb.com/Movie Scripts/Rush Hour 2 Script.html,https://www.imsdb.com/scripts/Rush-Hour-2.html
"Saint, The","https://www.imsdb.com/Movie Scripts/Saint, The Script.html","https://www.imsdb.com/scripts/Saint,-The.html"
Saving Private Ryan,https://www.imsdb.com/Movie Scripts/Saving Private Ryan Script.html,https://www.imsdb.com/scripts/Saving-Private-Ryan.html
Scarface,https://www.imsdb.com/Movie Scripts/Scarface Script.html,https://www.imsdb.com/scripts/Scarface.html
Scott Pilgrim vs the World,https://www.imsdb.com/Movie Scripts/Scott Pilgrim vs the World Script.html,https://www.imsdb.com/scripts/Scott-Pilgrim-vs-the-World.html
Serenity,https://www.imsdb.com/Movie Scripts/Serenity Script.html,https://www.imsdb.com/scripts/Serenity.html
Sherlock Holmes,https://www.imsdb.com/Movie Scripts/Sherlock Holmes Script.html,https://www.imsdb.com/scripts/Sherlock-Holmes.html
Sicario,https://www.imsdb.com/Movie Scripts/Sicario Script.html,https://www.imsdb.com/scripts/Sicario.html
"Siege, The","https://www.imsdb.com/Movie Scripts/Siege, The Script.html","https://www.imsdb.com/scripts/Siege,-The.html"
Smokin' Aces,https://www.imsdb.com/Movie Scripts/Smokin' Aces Script.html,https://www.imsdb.com/scripts/Smokin'-Aces.html
Sneakers,https://www.imsdb.com/Movie Scripts/Sneakers Script.html,https://www.imsdb.com/scripts/Sneakers.pdf
Snow White and the Huntsman,https://www.imsdb.com/Movie Scripts/Snow White and the Huntsman Script.html,https://www.imsdb.com/scripts/Snow-White-and-the-Huntsman.html
Soldier,https://www.imsdb.com/Movie Scripts/Soldier Script.html,https://www.imsdb.com/scripts/Soldier.html
Someone To Watch Over Me,https://www.imsdb.com/Movie Scripts/Someone To Watch Over Me Script.html,https://www.imsdb.com/scripts/Someone-To-Watch-Over-Me.html
Speed,https://www.imsdb.com/Movie Scripts/Speed Script.html,https://www.imsdb.com/scripts/Speed.pdf
Speed Racer,https://www.imsdb.com/Movie Scripts/Speed Racer Script.html,https://www.imsdb.com/scripts/Speed-Racer.html
Spider-Man,https://www.imsdb.com/Movie Scripts/Spider-Man Script.html,https://www.imsdb.com/scripts/Spider-Man.html
Star Trek,https://www.imsdb.com/Movie Scripts/Star Trek Script.html,https://www.imsdb.com/scripts/Star-Trek.html
Star Trek II: The Wrath of Khan,https://www.imsdb.com/Movie Scripts/Star Trek II: The Wrath of Khan Script.html,https://www.imsdb.com/scripts/Star-Trek-II-The-Wrath-of-Khan.html
Star Trek: First Contact,https://www.imsdb.com/Movie Scripts/Star Trek: First Contact Script.html,https://www.imsdb.com/scripts/Star-Trek-First-Contact.html
Star Trek: Generations,https://www.imsdb.com/Movie Scripts/Star Trek: Generations Script.html,https://www.imsdb.com/scripts/Star-Trek-Generations.html
Star Trek: Nemesis,https://www.imsdb.com/Movie Scripts/Star Trek: Nemesis Script.html,https://www.imsdb.com/scripts/Star-Trek-Nemesis.html
Star Wars: A New Hope,https://www.imsdb.com/Movie Scripts/Star Wars: A New Hope Script.html,https://www.imsdb.com/scripts/Star-Wars-A-New-Hope.html
Star Wars: Attack of the Clones,https://www.imsdb.com/Movie Scripts/Star Wars: Attack of the Clones Script.html,https://www.imsdb.com/scripts/Star-Wars-Attack-of-the-Clones.html
Star Wars: Return of the Jedi,https://www.imsdb.com/Movie Scripts/Star Wars: Return of the Jedi Script.html,https://www.imsdb.com/scripts/Star-Wars-Return-of-the-Jedi.html
Star Wars: Revenge of the Sith,https://www.imsdb.com/Movie Scripts/Star Wars: Revenge of the Sith Script.html,https://www.imsdb.com/scripts/Star-Wars-Revenge-of-the-Sith.html
Star Wars: The Empire Strikes Back,https://www.imsdb.com/Movie Scripts/Star Wars: The Empire Strikes Back Script.html,https://www.imsdb.com/scripts/Star-Wars-The-Empire-Strikes-Back.html
Star Wars: The Force Awakens,https://www.imsdb.com/Movie Scripts/Star Wars: The Force Awakens Script.html,https://www.imsdb.com/scripts/Star-Wars-The-Force-Awakens.html
Star Wars: The Phantom Menace,https://www.imsdb.com/Movie Scripts/Star Wars: The Phantom Menace Script.html,https://www.imsdb.com/scripts/Star-Wars-The-Phantom-Menace.html
Starship Troopers,https://www.imsdb.com/Movie Scripts/Starship Troopers Script.html,https://www.imsdb.com/scripts/Starship-Troopers.html
Strange Days,https://www.imsdb.com/Movie Scripts/Strange Days Script.html,https://www.imsdb.com/scripts/Strange-Days.html
"Stuntman, The","https://www.imsdb.com/Movie Scripts/Stuntman, The Script.html","https://www.imsdb.com/scripts/Stuntman,-The.html"
Superfights,https://www.imsdb.com/Movie Scripts/Superfights Script.html,https://www.imsdb.com/scripts/Superfights.pdf
Supergirl,https://www.imsdb.com/Movie Scripts/Supergirl Script.html,https://www.imsdb.com/scripts/Supergirl.html
Surrogates,https://www.imsdb.com/Movie Scripts/Surrogates Script.html,https://www.imsdb.com/scripts/Surrogates.html
Swordfish,https://www.imsdb.com/Movie Scripts/Swordfish Script.html,https://www.imsdb.com/scripts/Swordfish.html
Terminator,https://www.imsdb.com/Movie Scripts/Terminator Script.html,https://www.imsdb.com/scripts/Terminator.html
Terminator 2: Judgement Day,https://www.imsdb.com/Movie Scripts/Terminator 2: Judgement Day Script.html,https://www.imsdb.com/scripts/Terminator-2-Judgement-Day.html
Terminator Salvation,https://www.imsdb.com/Movie Scripts/Terminator Salvation Script.html,https://www.imsdb.com/scripts/Terminator-Salvation.html
Thelma & Louise,https://www.imsdb.com/Movie Scripts/Thelma & Louise Script.html,https://www.imsdb.com/scripts/Thelma-&-Louise.html
"Thing, The","https://www.imsdb.com/Movie Scripts/Thing, The Script.html","https://www.imsdb.com/scripts/Thing,-The.html"
Thor,https://www.imsdb.com/Movie Scripts/Thor Script.html,https://www.imsdb.com/scripts/Thor.html
Thor Ragnarok,https://www.imsdb.com/Movie Scripts/Thor Ragnarok Script.html,https://www.imsdb.com/scripts/Thor-Ragnarok.html
Three Kings,https://www.imsdb.com/Movie Scripts/Three Kings Script.html,https://www.imsdb.com/scripts/Three-Kings.html
Three Kings (Spoils of War),https://www.imsdb.com/Movie Scripts/Three Kings (Spoils of War) Script.html,https://www.imsdb.com/scripts/Three-Kings-(Spoils-of-War).html
"Three Musketeers, The","https://www.imsdb.com/Movie Scripts/Three Musketeers, The Script.html","https://www.imsdb.com/scripts/Three-Musketeers,-The.html"
Thunderbirds,https://www.imsdb.com/Movie Scripts/Thunderbirds Script.html,https://www.imsdb.com/scripts/Thunderbirds.html
Ticker,https://www.imsdb.com/Movie Scripts/Ticker Script.html,https://www.imsdb.com/scripts/Ticker.html
"Time Machine, The","https://www.imsdb.com/Movie Scripts/Time Machine, The Script.html","https://www.imsdb.com/scripts/Time-Machine,-The.html"
TMNT,https://www.imsdb.com/Movie Scripts/TMNT Script.html,https://www.imsdb.com/scripts/TMNT.html
Tombstone,https://www.imsdb.com/Movie Scripts/Tombstone Script.html,https://www.imsdb.com/scripts/Tombstone.html
Tomorrow Never Dies,https://www.imsdb.com/Movie Scripts/Tomorrow Never Dies Script.html,https://www.imsdb.com/scripts/Tomorrow-Never-Dies.html
Top Gun,https://www.imsdb.com/Movie Scripts/Top Gun Script.html,https://www.imsdb.com/scripts/Top-Gun.html
Total Recall,https://www.imsdb.com/Movie Scripts/Total Recall Script.html,https://www.imsdb.com/scripts/Total-Recall.html
"Tourist, The","https://www.imsdb.com/Movie Scripts/Tourist, The Script.html","https://www.imsdb.com/scripts/Tourist,-The.html"
Training Day,https://www.imsdb.com/Movie Scripts/Training Day Script.html,https://www.imsdb.com/scripts/Training-Day.html
Transformers: The Movie,https://www.imsdb.com/Movie Scripts/Transformers: The Movie Script.html,https://www.imsdb.com/scripts/Transformers-The-Movie.html
Tristan and Isolde,https://www.imsdb.com/Movie Scripts/Tristan and Isolde Script.html,https://www.imsdb.com/scripts/Tristan-and-Isolde.html
TRON,https://www.imsdb.com/Movie Scripts/TRON Script.html,https://www.imsdb.com/scripts/TRON.html
TRON: Legacy,https://www.imsdb.com/Movie Scripts/TRON: Legacy Script.html,https://www.imsdb.com/scripts/TRON-Legacy.html
Tropic Thunder,https://www.imsdb.com/Movie Scripts/Tropic Thunder Script.html,https://www.imsdb.com/scripts/Tropic-Thunder.html
Troy,https://www.imsdb.com/Movie Scripts/Troy Script.html,NA
True Lies,https://www.imsdb.com/Movie Scripts/True Lies Script.html,https://www.imsdb.com/scripts/True-Lies.html
True Romance,https://www.imsdb.com/Movie Scripts/True Romance Script.html,https://www.imsdb.com/scripts/True-Romance.html
Twins,https://www.imsdb.com/Movie Scripts/Twins Script.html,https://www.imsdb.com/scripts/Twins.html
V for Vendetta,https://www.imsdb.com/Movie Scripts/V for Vendetta Script.html,https://www.imsdb.com/scripts/V-for-Vendetta.html
Virtuosity,https://www.imsdb.com/Movie Scripts/Virtuosity Script.html,https://www.imsdb.com/scripts/Virtuosity.html
Walking Tall,https://www.imsdb.com/Movie Scripts/Walking Tall Script.html,https://www.imsdb.com/scripts/Walking-Tall.html
Wanted,https://www.imsdb.com/Movie Scripts/Wanted Script.html,https://www.imsdb.com/scripts/Wanted.html
War for the Planet of the Apes,https://www.imsdb.com/Movie Scripts/War for the Planet of the Apes Script.html,https://www.imsdb.com/scripts/War-for-the-Planet-of-the-Apes.html
War of the Worlds,https://www.imsdb.com/Movie Scripts/War of the Worlds Script.html,https://www.imsdb.com/scripts/War-of-the-Worlds.html
Warrior,https://www.imsdb.com/Movie Scripts/Warrior Script.html,https://www.imsdb.com/scripts/Warrior.html
Watchmen,https://www.imsdb.com/Movie Scripts/Watchmen Script.html,https://www.imsdb.com/scripts/Watchmen.html
Whiteout,https://www.imsdb.com/Movie Scripts/Whiteout Script.html,https://www.imsdb.com/scripts/Whiteout.html
Who Framed Roger Rabbit?,https://www.imsdb.com/Movie Scripts/Who Framed Roger Rabbit? Script.html,https://www.imsdb.com/scripts/Who-Framed-Roger-Rabbit%3f.html
"Wild Bunch, The","https://www.imsdb.com/Movie Scripts/Wild Bunch, The Script.html","https://www.imsdb.com/scripts/Wild-Bunch,-The.html"
Wild Hogs,https://www.imsdb.com/Movie Scripts/Wild Hogs Script.html,https://www.imsdb.com/scripts/Wild-Hogs.html
Wild Things: Diamonds in the Rough,https://www.imsdb.com/Movie Scripts/Wild Things: Diamonds in the Rough Script.html,https://www.imsdb.com/scripts/Wild-Things-Diamonds-in-the-Rough.html
Wild Wild West,https://www.imsdb.com/Movie Scripts/Wild Wild West Script.html,https://www.imsdb.com/scripts/Wild-Wild-West.html
Willow,https://www.imsdb.com/Movie Scripts/Willow Script.html,https://www.imsdb.com/scripts/Willow.html
Wonder Woman,https://www.imsdb.com/Movie Scripts/Wonder Woman Script.html,https://www.imsdb.com/scripts/Wonder-Woman.html
"World is not Enough, The","https://www.imsdb.com/Movie Scripts/World is not Enough, The Script.html","https://www.imsdb.com/scripts/World-is-not-Enough,-The.html"
"X-Files: Fight the Future, The","https://www.imsdb.com/Movie Scripts/X-Files: Fight the Future, The Script.html","https://www.imsdb.com/scripts/X-Files-Fight-the-Future,-The.html"
X-Men,https://www.imsdb.com/Movie Scripts/X-Men Script.html,https://www.imsdb.com/scripts/X-Men.html
X-Men Origins: Wolverine,https://www.imsdb.com/Movie Scripts/X-Men Origins: Wolverine Script.html,https://www.imsdb.com/scripts/X-Men-Origins-Wolverine.html
xXx,https://www.imsdb.com/Movie Scripts/xXx Script.html,https://www.imsdb.com/scripts/xXx.html
